title;year;volume;issue;journal;language;family;subgroup;mono_multilingual;topic;country;region;continent;coder;inclusion
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Serbia;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Denmark;northerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Malta;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Lithuania;northerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Netherlands;westerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Croatia;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Austria;westerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Poland;easterneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Finland;northerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Romania;easterneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Australia;australia_and_new_zealand;Others;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Cyprus;westernasia;Others;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Germany;westerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Israel;westernasia;Others;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Estonia;northerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Italy;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Belgium;westerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Greek;Indo-European;other Indo-European;NR;Morphosyntax;Greece;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Portugal;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Serbia;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Denmark;northerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Malta;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Lithuania;northerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Netherlands;westerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Croatia;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Austria;westerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Poland;easterneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Finland;northerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Romania;easterneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Australia;australia_and_new_zealand;Others;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Cyprus;westernasia;Others;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Germany;westerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Israel;westernasia;Others;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Estonia;northerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Italy;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Belgium;westerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Romanian;Indo-European;other Indo-European;NR;Morphosyntax;Greece;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Portugal;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Serbia;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Denmark;northerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Malta;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Lithuania;northerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Netherlands;westerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Croatia;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Austria;westerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Poland;easterneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Finland;northerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Romania;easterneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Australia;australia_and_new_zealand;Others;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Cyprus;westernasia;Others;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Germany;westerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Israel;westernasia;Others;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Estonia;northerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Italy;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Belgium;westerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Serbo-Croatian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Greece;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Lithuanian;Indo-European;other Indo-European;NR;Morphosyntax;Portugal;southerneurope;Europe;MK;included
How do 5-year-olds understand questions? Differences in languages across Europe;2016;36;3;FL;Lithuanian;Indo-European;other Indo-European;NR;Morphosyntax;Serbia;southerneurope;Europe;MK;included
